loc,uniq_libs,total_libs
199132,180,1536
199291,180,1536
199589,180,1536
199635,180,1536
199655,180,1536
199676,180,1536
199841,180,1536
199944,180,1536
200051,180,1536
200084,180,1536
200103,180,1536
200166,180,1536
200265,180,1536
200295,180,1536
200509,180,1536
200578,180,1536
200777,180,1536
201314,180,1536
201384,180,1536
201404,180,1536
201407,180,1536
201781,183,1539
202119,183,1539
202187,183,1539
202236,183,1539
202290,183,1539
202434,183,1539
202672,183,1539
202929,183,1539
203639,183,1539
203762,183,1539
203808,183,1539
203856,183,1539
203909,183,1539
203988,184,1540
204195,184,1540
204293,184,1540
204482,184,1540
204541,184,1540
204605,184,1540
204763,184,1540
205038,184,1540
205060,184,1541
205413,184,1541
205801,185,1547
206009,185,1549
206012,185,1549
206539,186,1551
206727,186,1553
206737,186,1555
206857,186,1555
207080,186,1555
207255,186,1555
207298,187,1556
207378,187,1557
207383,187,1558
207388,187,1559
207393,187,1560
207916,187,1561
208074,187,1561
208231,187,1561
208256,187,1561
208291,187,1561
208441,187,1561
208476,187,1562
208518,187,1562
208597,187,1562
208639,187,1562
208676,187,1562
208755,187,1562
208820,187,1562
208921,187,1562
208989,187,1562
209129,187,1563
209358,187,1564
209400,187,1564
209447,187,1564
209582,187,1564
209696,187,1565
209798,187,1565
209841,187,1565
209887,187,1565
209937,187,1565
209960,187,1565
209999,187,1565
210026,187,1565
210065,187,1565
210106,187,1565
210257,188,1567
210358,188,1568
210390,188,1568
210426,188,1568
210453,188,1568
210522,188,1568
210564,188,1568
210641,188,1568
210731,188,1568
210766,188,1568
210828,188,1568
210908,188,1568
210975,188,1568
211001,188,1568
211053,188,1568
211192,188,1569
211313,188,1569
211355,188,1569
211382,188,1569
211408,188,1569
211449,188,1569
211482,188,1569
211534,188,1569
211566,188,1569
211753,190,1573
211848,190,1573
211964,190,1573
211965,190,1573
212205,193,1576
212432,193,1576
212503,193,1576
212593,193,1576
212846,193,1576
213172,194,1577
213241,194,1577
213430,194,1577
213540,194,1577
214155,194,1577
214389,194,1578
215134,194,1579
215359,194,1579
215506,194,1579
215669,194,1579
215702,194,1579
215925,194,1579
216916,195,1585
217080,195,1585
217136,195,1585
217327,195,1585
217493,195,1585
217579,195,1585
217640,195,1585
217641,196,1586
217840,196,1586
217872,196,1587
217912,196,1587
218048,196,1613
219027,197,1615
219028,198,1616
219074,198,1616
219599,198,1616
219618,198,1617
219849,199,1618
220562,200,1620
220717,200,1620
220828,200,1620
221014,201,1622
222864,202,1628
223473,202,1628
223563,202,1628
223675,202,1628
223773,202,1628
223957,202,1628
224012,202,1628
224193,203,1631
224272,203,1631
224436,203,1631
224716,203,1631
225018,203,1631
225070,203,1632
225181,203,1632
225387,203,1632
225587,203,1632
225701,203,1632
225791,203,1632
226082,203,1632
226328,203,1632
226413,203,1632
226505,203,1632
226855,203,1633
227068,203,1633
227201,203,1633
227391,203,1633
227446,203,1633
227844,203,1633
227845,203,1633
228154,203,1633
228294,203,1633
228637,203,1634
229105,203,1634
229313,203,1634
230109,203,1635
230842,203,1635
231075,203,1635
231301,203,1635
231545,203,1635
231936,203,1635
232439,203,1635
232797,203,1635
233357,203,1635
234221,203,1635
234673,203,1635
234905,203,1635
235308,203,1640
237357,203,1641
237500,203,1641
237766,203,1641
237999,203,1643
238376,203,1643
238576,203,1643
239238,203,1643
239455,203,1643
239499,203,1643
240517,203,1644
240640,203,1645
241253,203,1645
241294,203,1645
241352,203,1645
241764,204,1651
241979,204,1652
242416,206,1656
242583,206,1659
242658,206,1659
242836,206,1660
243121,206,1662
243264,206,1663
243332,207,1665
243423,207,1665
243529,207,1665
243640,207,1667
243821,207,1667
243986,207,1667
244087,207,1667
244227,207,1667
244328,209,1672
244368,209,1672
245464,211,1682
245656,211,1685
245932,212,1701
246053,212,1703
246078,212,1703
246147,212,1703
246207,212,1703
246237,212,1703
246280,212,1703
246343,212,1703
246391,212,1703
246423,212,1703
246454,212,1707
246569,213,1709
246776,213,1709
246874,213,1711
247246,213,1711
247303,213,1711
247320,213,1711
247342,213,1711
247354,213,1711
247444,213,1711
247816,213,1711
247861,213,1711
247878,213,1711
247900,213,1711
247912,213,1711
248002,213,1711
248378,213,1711
248423,213,1711
248440,213,1711
248462,213,1711
248474,213,1711
248564,213,1711
248940,213,1711
248957,213,1711
248979,213,1711
248991,213,1711
249016,213,1711
249106,213,1711
249480,213,1711
249497,213,1711
249519,213,1711
249531,213,1711
249556,213,1711
249646,213,1711
250022,213,1711
250039,213,1711
250051,213,1711
250063,213,1711
250088,213,1711
250178,213,1711
250893,213,1714
250895,213,1714
251029,213,1715
251113,213,1715
251153,213,1715
251503,213,1715
251639,213,1715
251699,213,1715
251727,213,1715
251783,213,1715
251856,213,1717
251992,213,1717
252055,213,1717
252103,213,1717
252320,213,1717
252368,213,1717
252516,213,1717
252605,213,1717
252655,213,1717
252709,213,1718
252782,213,1718
252847,213,1718
252940,213,1719
253010,213,1722
253060,213,1722
253090,214,1724
253120,214,1726
253151,214,1728
253185,214,1730
253217,214,1732
253233,214,1734
253283,214,1736
253334,214,1738
253385,214,1740
253407,214,1742
253461,214,1744
253516,214,1746
253549,214,1748
253598,214,1750
253634,214,1752
253699,214,1754
253732,214,1756
253765,214,1758
253798,214,1760
253854,214,1762
253908,214,1764
253979,214,1766
254020,214,1768
254051,214,1770
254117,214,1772
254146,214,1774
254174,214,1776
254208,214,1778
254250,214,1780
254298,214,1783
254354,214,1786
254398,214,1789
254426,214,1791
254450,214,1793
254473,214,1795
254506,214,1797
254562,214,1799
254579,214,1801
254596,214,1803
254611,214,1805
254626,214,1807
254644,214,1809
254662,214,1811
254683,214,1813
254703,214,1815
254726,214,1817
254754,214,1819
254777,214,1821
254803,214,1823
254826,214,1825
254848,214,1827
254917,214,1829
255006,214,1831
255032,214,1833
255064,214,1835
255101,214,1837
255500,214,1839
255545,214,1841
255576,214,1843
255622,214,1845
255645,214,1848
255668,214,1850
255703,214,1852
255743,214,1854
255766,214,1856
255789,214,1858
255833,214,1860
255859,214,1862
255902,214,1864
255962,214,1866
255990,214,1867
256015,214,1868
256051,214,1870
256103,214,1872
256135,214,1874
256205,214,1876
256267,214,1878
256324,214,1880
256387,214,1882
256427,214,1884
256469,214,1886
256512,214,1888
256555,214,1890
256602,214,1892
256698,214,1894
256731,214,1896
256787,214,1898
256830,214,1900
256869,214,1902
256907,214,1904
256940,214,1906
256998,214,1908
257039,214,1910
257094,214,1910
257121,214,1910
257145,214,1910
257214,214,1910
257223,215,1911
257295,215,1911
257362,215,1911
258993,215,1914
259014,215,1915
259390,215,1916
259410,215,1916
259415,216,1917
259486,216,1919
259564,216,1919
260367,216,1919
260370,216,1919
260406,216,1920
260434,216,1920
260557,216,1920
260566,216,1921
260589,216,1922
260647,216,1922
262075,216,1925
263249,216,1931
263406,216,1933
263502,216,1936
263572,216,1936
263582,216,1936
263832,216,1950
263969,216,1951
264039,216,1952
264107,216,1953
264258,216,1954
264330,216,1955
264378,216,1956
264400,216,1957
264453,216,1958
264513,216,1959
264603,217,1961
264652,217,1962
264715,217,1963
264759,217,1964
264884,217,1965
265501,217,1966
265682,217,1968
265772,217,1969
266041,217,1970
266118,217,1971
266170,217,1972
266209,217,1973
266315,217,1974
266479,217,1975
266575,217,1976
266718,217,1977
266816,217,1978
266888,217,1979
266954,217,1980
267030,217,1981
267102,217,1982
267198,217,1983
267289,217,1984
267345,217,1985
267370,217,1986
267421,217,1987
267486,217,1988
267578,217,1989
267628,217,1990
267822,217,1991
267946,217,1992
268113,217,1993
268204,219,1998
268331,219,2000
268371,219,2001
268475,219,2003
268545,219,2005
268661,219,2007
268858,220,2013
268933,220,2016
268951,220,2016
268979,220,2017
269032,222,2022
269049,222,2022
269073,222,2022
269076,222,2022
269111,222,2024
269255,222,2026
269350,222,2029
269431,222,2031
269481,222,2031
269490,222,2031
269638,222,2031
269781,223,2032
269791,223,2033
269803,223,2034
269804,224,2035
269808,224,2035
270141,224,2035
270190,225,2036
270293,225,2037
270648,226,2039
270846,226,2041
270871,226,2042
270900,226,2044
271115,226,2045
271237,226,2046
271448,226,2049
271569,226,2050
271860,226,2051
272114,226,2052
272292,226,2054
272319,226,2055
272381,226,2055
272449,226,2056
272556,226,2057
272599,226,2057
272613,226,2058
272634,226,2070
272664,226,2072
272698,226,2074
272727,226,2076
272746,226,2079
272748,227,2081
272756,227,2083
272805,227,2084
272828,227,2084
273142,227,2084
273160,227,2085
273236,227,2085
273236,228,2087
274206,229,2089
274215,229,2090
274221,229,2091
274283,229,2092
274335,229,2093
274352,229,2094
274366,229,2095
274402,230,2098
274431,230,2098
274474,230,2100
274565,231,2104
274584,231,2104
274606,231,2104
274649,231,2105
274658,231,2107
274662,231,2111
274683,231,2112
274768,231,2113
274825,231,2114
274844,231,2115
274870,231,2119
274880,231,2120
274904,231,2120
274908,231,2120
274935,231,2120
274946,231,2121
275007,233,2125
275072,233,2125
275105,233,2125
275113,233,2125
275159,233,2128
275257,233,2132
275286,233,2133
275309,233,2133
275326,233,2133
275375,233,2136
275378,233,2136
275382,233,2138
275457,233,2141
275466,233,2143
275539,233,2146
275541,233,2148
275563,233,2148
275676,233,2149
275759,233,2149
275941,233,2151
275966,233,2151
275986,233,2151
276017,233,2152
276059,233,2152
276106,233,2152
276290,233,2153
276325,233,2154
276418,233,2154
276435,233,2154
276450,233,2154
276455,233,2157
276458,233,2157
276478,233,2170
276719,233,2171
276763,233,2172
276798,233,2173
276899,233,2174
277164,233,2175
277180,233,2176
277240,233,2177
277343,233,2178
277348,233,2179
277453,233,2180
277536,233,2181
277589,234,2189
277592,234,2189
277595,234,2189
277610,235,2190
277617,235,2192
277621,235,2193
277668,235,2193
277704,235,2193
277717,236,2194
277751,236,2194
277837,236,2194
277870,236,2194
277906,236,2194
277932,236,2194
277939,236,2194
277963,236,2194
277976,236,2194
277981,236,2194
277994,236,2194
278018,236,2194
278055,236,2194
278078,236,2194
278148,237,2196
278157,237,2196
278183,237,2196
278247,237,2196
278276,237,2196
278296,237,2196
278325,237,2196
278347,237,2196
278370,237,2196
278423,237,2196
278541,237,2196
278570,238,2198
278593,238,2198
278616,238,2198
278655,238,2198
278689,238,2198
278766,238,2199
278778,238,2200
278836,238,2200
278858,239,2202
278887,239,2203
278896,239,2203
278914,239,2205
278976,239,2205
279013,239,2206
279037,239,2207
279071,239,2207
279095,239,2208
279390,239,2208
279834,239,2208
280053,239,2208
280519,239,2208
280633,239,2208
281407,239,2208
281510,240,2209
282724,240,2210
282810,240,2210
282929,240,2210
283059,240,2210
283252,242,2212
283277,242,2212
284123,242,2212
284566,242,2212
284653,242,2212
284689,242,2212
287215,242,2212
287297,242,2212
287689,242,2212
288824,242,2212
289083,242,2212
289272,242,2212
290355,242,2212
290878,242,2212
290881,242,2212
291903,242,2233
292742,242,2234
294832,242,2236
296249,242,2237
296697,242,2239
297112,243,2243
297711,243,2244
297955,243,2245
301952,243,2246
302063,243,2248
302545,243,2249
302741,243,2250
302873,243,2251
304201,243,2252
304363,243,2254
306297,243,2255
307383,243,2256
308097,243,2257
308431,243,2262
308681,243,2263
308701,243,2263
308717,244,2266
308727,244,2266
308751,244,2266
308804,244,2267
308807,244,2267
309061,244,2270
309077,244,2272
309341,244,2273
309343,244,2275
309428,244,2275
309497,244,2275
309521,244,2275
309544,245,2276
309584,245,2277
309595,245,2277
309610,245,2277
309640,245,2277
309663,245,2278
309691,245,2279
309713,245,2280
309729,245,2280
309755,245,2280
309776,245,2280
309811,245,2280
309844,245,2280
309892,245,2280
309917,245,2280
309943,245,2280
309962,245,2280
309981,245,2280
310000,245,2280
310022,245,2280
310042,245,2280
310061,245,2280
310073,245,2280
310162,245,2283
310221,245,2284
310285,245,2285
310316,245,2290
310392,245,2291
310429,245,2292
310474,245,2293
310503,245,2294
310536,245,2295
310610,245,2296
310630,245,2297
310665,245,2298
310687,245,2299
310747,245,2300
310848,245,2301
310928,245,2302
311008,245,2303
311046,245,2304
311124,245,2305
311203,245,2306
311283,245,2307
311395,245,2307
311505,245,2307
311564,245,2307
311706,245,2307
311730,245,2307
312085,245,2307
312190,245,2307
312258,245,2307
312319,245,2307
312458,245,2307
312523,245,2307
312555,245,2307
312597,245,2307
312651,245,2307
312718,245,2307
312781,245,2307
312831,245,2308
312892,245,2308
312935,245,2309
313030,246,2310
313064,246,2311
313144,247,2312
313179,247,2313
313229,247,2314
313279,247,2315
313322,247,2316
313337,247,2316
313421,248,2317
313454,248,2317
313480,248,2317
313538,248,2317
313612,248,2317
313649,248,2317
313745,248,2317
313841,248,2317
314030,248,2317
314123,248,2317
314192,248,2317
314291,248,2317
314332,248,2317
314401,248,2317
314496,248,2317
314555,248,2317
314656,248,2317
314896,248,2317
314914,248,2317
314985,248,2317
315019,248,2317
315125,248,2317
315187,248,2317
315273,248,2317
315323,248,2317
315405,248,2317
315460,248,2317
315474,248,2317
315484,248,2317
315503,248,2317
315533,248,2317
315653,248,2317
315717,248,2318
315742,248,2319
315888,248,2320
315941,248,2321
316050,248,2322
316077,248,2323
316313,248,2324
316403,248,2325
316458,248,2326
316498,248,2327
316582,248,2328
316626,248,2329
316642,248,2330
316656,248,2331
316678,248,2332
316692,248,2333
316715,248,2334
316729,248,2335
316743,248,2336
316776,248,2337
316783,248,2337
316789,248,2337
316796,248,2337
316798,248,2337
316801,248,2337
316810,248,2337
316813,248,2337
316818,248,2337
316823,248,2337
316865,248,2338
316908,248,2339
316975,248,2340
317076,248,2341
317130,248,2342
317287,248,2343
317287,248,2343
317351,248,2344
317408,248,2345
317425,248,2346
317465,248,2347
317527,248,2348
317587,248,2349
317640,248,2350
317746,248,2351
317761,248,2352
317793,248,2353
317853,248,2354
317930,248,2355
318010,248,2356
318023,248,2357
318046,248,2358
318217,249,2364
318278,249,2364
318319,249,2364
318358,249,2364
318476,249,2364
318489,249,2365
318504,249,2365
318543,249,2365
318546,249,2365
318622,251,2380
318668,251,2381
318684,251,2381
318747,251,2381
318932,251,2383
319037,251,2385
319100,251,2386
319381,251,2390
319463,251,2392
319569,251,2394
319668,251,2396
319678,251,2398
319708,251,2398
319715,251,2399
319723,251,2401
319818,252,2404
319844,252,2404
320084,252,2406
320125,252,2407
320162,253,2409
320215,254,2414
320270,254,2416
320314,254,2416
320375,254,2416
320452,254,2417
320488,254,2417
320549,254,2417
320591,254,2417
320662,255,2419
320698,255,2419
320726,255,2419
320776,256,2420
320813,256,2420
320853,256,2420
320938,256,2425
320975,257,2427
321005,257,2428
321035,257,2429
321077,257,2429
321119,257,2430
321203,258,2433
321313,258,2438
321358,259,2439
321445,259,2441
321489,260,2442
321533,261,2443
321590,262,2444
321654,262,2445
321711,263,2446
321761,263,2447
321815,263,2448
321871,263,2448
321903,263,2448
321958,263,2448
322004,263,2450
322053,263,2451
322129,263,2451
322188,263,2452
322255,263,2455
322305,263,2456
322337,264,2457
322387,264,2461
322418,264,2463
322486,264,2465
322521,264,2467
322606,264,2468
322636,265,2469
322697,266,2470
323028,266,2471
323157,266,2472
323211,266,2473
323539,266,2474
323628,266,2475
323693,266,2476
323764,266,2477
323816,266,2478
323969,266,2479
324158,266,2480
324267,266,2481
324325,267,2483
324373,268,2484
324403,269,2485
324443,269,2486
324482,269,2487
324565,269,2489
324699,269,2492
324768,269,2493
324850,269,2494
324913,269,2495
324964,269,2496
325037,269,2497
325088,270,2499
325294,270,2501
325352,270,2504
325408,271,2505
325479,271,2506
325561,271,2507
325633,271,2508
325690,271,2509
325744,271,2510
325818,271,2511
325875,271,2512
325948,271,2513
325992,271,2514
326076,271,2515
326182,272,2519
326198,272,2519
326311,273,2522
326344,273,2522
326411,273,2522
326473,273,2522
326568,273,2522
326633,273,2522
326665,273,2522
326693,273,2522
326715,273,2522
326797,273,2522
327044,273,2522
327055,273,2524
327171,273,2524
327369,273,2524
327377,274,2526
327673,274,2526
327904,274,2526
327919,274,2526
328174,274,2526
328445,274,2526
328687,274,2528
328912,275,2557
329076,275,2557
329960,275,2557
330015,275,2557
330111,275,2557
330188,276,2561
330389,276,2561
331496,276,2561
331719,276,2561
331722,276,2561
331858,277,2562
331955,277,2563
331959,277,2566
331960,277,2566
331970,277,2566
332051,277,2566
332073,277,2566
332099,277,2566
332119,277,2566
332140,277,2566
332162,277,2566
332193,277,2566
332211,277,2566
332277,277,2566
332323,277,2566
332444,277,2566
332509,277,2566
332554,277,2566
332953,278,2567
333124,278,2567
333134,278,2567
333166,278,2567
333175,278,2567
333281,278,2567
333322,279,2569
333342,279,2569
333367,279,2571
333798,279,2573
333833,279,2575
334022,280,2577
334102,280,2579
334155,280,2581
334820,281,2584
335279,281,2584
335503,281,2584
335588,281,2584
335652,281,2585
336096,281,2585
336127,292,2612
336157,292,2612
336770,292,2618
336809,292,2618
337105,292,2618
337332,293,2619
337352,293,2619
337607,293,2619
340372,293,2619
340615,293,2619
340981,293,2620
341107,293,2621
341329,293,2622
341386,293,2644
341664,293,2644
341902,293,2644
342183,293,2644
342530,293,2644
343976,293,2644
344965,294,2645
345855,294,2645
345978,294,2646
346285,294,2646
346768,294,2646
346771,294,2646
346919,294,2646
346921,294,2647
347162,294,2648
347164,294,2649
347181,294,2650
347232,294,2652
347319,294,2655
347352,294,2657
347533,294,2660
347556,294,2660
347558,294,2661
347738,294,2661
347939,294,2661
348078,294,2661
348175,294,2661
348177,294,2662
348403,294,2662
348457,294,2664
348459,294,2665
348690,294,2665
348744,294,2666
348754,294,2666
349390,294,2666
349649,294,2666
349889,294,2666
349947,294,2666
350266,294,2666
350544,294,2666
350613,294,2666
350746,294,2666
351090,294,2667
351404,294,2667
352020,294,2667
352064,294,2667
352163,294,2667
352343,294,2667
352394,294,2667
352406,294,2667
352485,294,2691
352672,294,2693
352719,294,2693
352736,295,2695
352782,295,2696
352993,295,2700
353247,295,2700
353362,295,2700
353498,295,2700
353572,295,2700
353793,295,2700
353863,295,2700
354214,295,2700
354303,295,2701
354392,295,2701
354418,295,2701
354663,295,2701
354729,295,2701
354846,295,2701
354891,295,2701
355037,295,2701
355119,295,2701
355490,295,2702
355523,295,2705
355591,295,2705
355614,295,2705
355724,295,2707
355773,295,2708
355791,295,2708
355834,295,2708
355976,295,2708
356007,295,2708
356089,295,2708
356118,295,2708
356199,295,2708
356245,295,2708
356274,295,2708
356409,295,2708
356430,295,2708
356511,295,2708
356533,295,2708
356570,295,2708
356589,295,2708
356655,295,2708
356684,295,2708
356726,295,2708
356755,295,2708
356856,295,2708
356885,295,2708
356903,295,2708
356930,295,2708
356975,295,2708
357051,295,2708
357125,295,2709
357216,295,2709
357234,295,2709
357258,295,2709
357362,295,2709
357405,295,2710
